sentence,score
This is one of those rare situations where I really have no idea what to say. Thanks?,-0.207051416
"Come on Mohrflies, I donxb4t understand why you insist in these edits: <url>? Why ""Yugoslav"" when absolutely no one uses it?",-2.012624172
You blocked <url> earlier today: now we have <url> (<url>) (<url>). He's only done one nonsense page so far: is the name similarity enough to block as a sock?,-0.388336131
Especially considering that it took you ''a lot'' more time to vandalize the page than the two seconds it took us to fix it. What's the point?,-1.788774381
"If you took them and don't mind if anyone can use them for free then you should probably upload them on <url>. However, it depends what the pictures are of, what is in the picture?",0.145595619
"Very well, but if heavy vandalism returns so will the protection. Doesn't Hanukkah start on Sunday?",0.27666047
"You removed the border issue coverage in <url>, and your explanation was that it's covered in another article. Where is it covered?",-0.682148724
"I started working on missing translations of news titles inside citations, but discovered that square brackets leave an ugly residue, while round ones may not be optimal, since they clash visually with the ""language"" ones. Would it be acceptable to just use the English version as title?",0.540559197
"BTW, I translated the page to the best of my ability (my Spanish only carried me so far). Do you speak Portuguese?",0.646170483
Okay thanks. Any easy way to determine this?,0.727385143
thanks for the welcome! I have a question... how come you can't edit the article about Whales?,1.485570514
"The CLI does not have page numbers for the main sections so you will have to look at 4.1.2.2. As well, since the linguistic divisions of Iranian are not really disputed, can you give me a source that has these languages as Persian dialects?",0.090448304
Thanks. Can you use <url>?,0.910154363
"I think some of those ""citation needed"" cases are on the Oldest Britain's website. Are those considered ""validated""?",-0.157771031
What's wrong with the standard NBA style for the userbox template? Why can't the Thunder's box look LIKE EVERY OTHER TEAM'S?,-0.910403542
"WHADDAFUCK YA GONNA DO TO ME, HUH BITCH!?????????",-2.760507281
Can you take a look at the article <url> and the conversation going on at <url> (that should probably be moved to the article talk page). Your thoughts on the most recent commentary?,0.936520592
Wonderful! :) Do you particularly like to work on comics creators' articles?,0.894982809
"Can you review your <url>? We might disagree on what constitutes ""played in a fully professional league"", but surely this one meets your criteria?",0.368801277
"Hey, can you block this moron from editing the IIHF Page? Or what can i do in such cases?",-1.914914508
What page is this? Why was it deleted?,-0.640306437
Good catch. Do we have a solution for that yet?,0.564342987
Have you as yet cast your own vote for <url>? Is there anything you can do to address some of the questions?,0.379384497
thank you very much for your patience and for listening. how do you think is the best way to resolve these issues?,1.822211586
"Thanks for the redirect help! Is that something I can do myself in the future, or is that an admin thing?",1.008833462
"Hello, thank you for adding interesting content to <url> <url>. Are you able to provide <url> that will help the content meet our ""<url>"" standard?",0.843327018
What do you think? Is there a mistake somewhere?,0.576826917
"Ok, would you mind if I created a UK specific category and shoved all the UK articles into there? I would suggest renaming the US category, and putting them both (and other countries) into 'Railway Companies' or similar?",0.076736687
"I'm still not sure what you mean. Do you mean, that there were previous interactions which that edit hints at; or that edit itself implicates you somehow?",-0.310681189
"I'm getting a little nervous that the FAC's not attracting much attention. You know FAC much better than I do, should I be worried yet?",0.228023267
Nice work. :) Got anything for <url> or <url>?,0.972824462
Probably. Could you deal with this one?,-0.274005822
"I see you have been creating lots of articles on bus stations on the <url>. Considering how little information there is (and is likely to be) for these stations, would it not be better to have them all on one article?",-0.540360574
