Utterance,politeness,language,__index_level_0__,split
The population figures are out of whack. They don't correspond with population figures elsewhere on wikipedia.,-1.0,english,141,train
"Why 317, from where does the source come. The spanish page states 281.780 km and 27.774 km of light rail.",0.0,english,142,train
"I don't have a problem with the content of this page. Rather, I have a problem with the way that content is presented. Rather than saying the story of Aelle is a myth, why not say modern academic opinion is that Aelle's story is a fictional?",0.0,english,143,train
We don't need to document all methodologies used for each brand of PLC. We all have our favorite system and after a while it seems like the One True Way. I programmed ZWorld controllers in C(more or less) to control gas flows.,0.33333333333333304,english,144,train
"It is true that Frege was something of an anti-Semite in his later years, and diaries have been published in which he expounds his views on the subject. But, so far as I know, Frege never expressed these views in public forums or played any particular role in the rise of the Nazi party. That Frege was something of a xenophobe thus does not seem particularly relevant.",0.33333333333333304,english,145,train
"Because π is a transcendental number, the record holder's rectangles area will always be greater than the ideal rectangle. What's the source for this? I don't see how π being transcendental, i.e. not a solution to an algebraic equation - implies that a well defined packing algorithm has to be greater than the ideal rectangle.",-0.33333333333333326,english,146,train
Im 100% sure this meets them criterias. I have check one by one featured pages the links gives us as examples and many has same styled tables for filmography. Contest if you like to.,-1.0,english,147,train
"I am not trolling, fact is over 90 percent of Americans have never played any Final Fantasy game. I don't believe Final Fantasy or any games in its series should have FA or GA status. Maybe you love those games but 90 percent of the US has never played Final Fantasy.",-1.3333333333333335,english,148,train
"Now the only image on the page is the manga drawing, though. That strikes me as a bit of a shame... it would be nice to lead with a drawing or picture of a real-world Miko first. Plus, the manga drawing has no copyright status and is likely to get deleted soon, too.",0.0,english,149,train
"The 1983 Royal Letters Patent concerning the office of the Governor-General of the Realm of New Zealand do not legally (i.e., in law) change the long form full name of the country. The Royal Proclamation of September 10, 1907 stating that the Colony of New Zealand shall be known as the Dominion of New Zealand on and after Sept 26, 1907 has never been formally revoked (i.e., it is still in force).",0.33333333333333304,english,150,train
"Well, so far I've found these not entirely illuminating tidbits (and not great sources either) A good all-purpose lens color, green provides a fair amount of contrast in low-light conditions and reduces eye strain in bright conditions. (to same effect, ); Even today the color green is known to relieve stress and eye strain. ; Green is a color that helps eyes recover quickly from strain.",-0.33333333333333326,english,151,train
